dm,gdr,smk,age,sbp,chl,refv,AFR_D,AFR_E,AMR_A,AMR_B,AMR_D,EMR_B,EMR_D,EUR_A,EUR_B,EUR_C,SEAR_B,SEAR_D,WPR_B,WPR_A
0,0,0,70,120,0,700001200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,70,140,0,700001400,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,0,70,160,0,700001600,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,0,0,70,180,0,700001800,30% to <40%,20% to <30%,30% to <40%,30% to <40%,30% to <40%,>=40%,30% to <40%,30% to <40%,30% to <40%,>=40%,20% to <30%,>=40%,30% to <40%,20% to <30%
0,0,1,40,120,0,400011200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,1,40,140,0,400011400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,1,40,160,0,400011600,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,1,40,180,0,400011800,10% to <20%,20% to <30%,>=40%,>=40%,20% to <30%,10% to <20%,20% to <30%,10% to <20%,30% to <40%,20% to <30%,20% to <30%,30% to <40%,30% to <40%,20% to <30%
0,0,1,50,120,0,500011200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,1,50,140,0,500011400,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%
0,0,1,50,160,0,500011600,<10%,<10%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
0,0,1,50,180,0,500011800,20% to <30%,30% to <40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,10% to <20%,30% to <40%,30% to <40%,>=40%,>=40%,30% to <40%,30% to <40%
0,0,1,60,120,0,600011200,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,1,60,140,0,600011400,<10%,<10%,<10%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,10% to <20%,20% to <30%,<10%,<10%
0,0,1,60,160,0,600011600,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,>=40%,10% to <20%,10% to <20%
0,0,1,60,180,0,600011800,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
0,0,1,70,120,0,700011200,<10%,<10%,10% to <20%,<10%,<10%,10% to <20%,10% to <20%,<10%,<10%,<10%,<10%,10% to <20%,<10%,<10%
0,0,1,70,140,0,700011400,10% to <20%,<10%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,10% to <20%,20% to <30%,10% to <20%,10% to <20%
0,0,1,70,160,0,700011600,20% to <30%,10% to <20%,20% to <30%,20% to <30%,20% to <30%,30% to <40%,20% to <30%,20% to <30%,10% to <20%,20% to <30%,20% to <30%,>=40%,20% to <30%,10% to <20%
0,0,1,70,180,0,700011800,>=40%,30% to <40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,>=40%,30% to <40%
